Ensembl ID,Gene symbol,Gene type,OS1,OS2,OS3,OS4,LS1,LS2,LS3,LS4
ENSG00000263412.1,RP5-890E16.2,processed_transcript,13,31,22,25,51,10,40,45
ENSG00000263422.1,AC005702.1,miRNA,6,4,21,11,18,13,14,5
ENSG00000263426.2,RN7SL471P,misc_RNA,19,19,7,10,43,17,24,46
ENSG00000263432.2,RN7SL689P,misc_RNA,3,6,0,6,10,3,0,6
ENSG00000263464.2,PPIAL4C,protein_coding,1332,1970,1314,1465,1365,928,1285,1457
ENSG00000263465.3,SRSF8,protein_coding,1234,1626,1086,1348,1527,968,1415,1653
ENSG00000263466.1,RP1-56K13.2,antisense,0,0,2,6,4,2,3,6
ENSG00000263470.1,RP11-160O5.1,lincRNA,21,10,12,9,2,0,0,0
ENSG00000263503.1,RP11-707O23.5,processed_pseudogene,16,38,15,28,23,39,13,30
ENSG00000263513.5,FAM72C,protein_coding,16,23,28,24,20,14,29,25
ENSG00000263528.7,IKBKE,protein_coding,153,221,125,153,109,117,125,164
ENSG00000263531.1,RP13-753N3.1,antisense,14,22,13,29,35,46,16,29
ENSG00000263535.1,AK4P1,processed_pseudogene,29,21,7,12,8,4,10,17
ENSG00000263563.5,UBBP4,transcribed_unprocessed_pseudogene,1367,1351,1299,1429,1419,1111,1322,1610
ENSG00000263586.1,HID1-AS1,antisense,5,8,2,2,0,0,0,6
ENSG00000263590.2,RP11-403I13.7,lincRNA,4,3,16,4,6,4,1,16
ENSG00000263603.1,CTD-2349P21.5,lincRNA,0,12,0,4,6,0,1,5
ENSG00000263606.1,RP11-737O24.3,transcribed_processed_pseudogene,39,99,50,57,261,91,157,229
ENSG00000263624.1,RP11-45M22.3,antisense,4,12,4,15,21,10,17,39
ENSG00000263626.1,AL392111.1,miRNA,0,3,6,1,2,5,4,9
ENSG00000263627.1,PPP4R1-AS1,lincRNA,10,8,4,7,7,10,2,15
ENSG00000263639.5,MSMB,protein_coding,0,7,10,5,2,0,13,2
ENSG00000263648.1,RP11-471L13.3,processed_pseudogene,538,565,460,485,60,132,110,148
ENSG00000263657.1,RP11-82O19.1,antisense,1,10,0,0,10,3,12,3
ENSG00000263667.1,RP3-416J7.4,lincRNA,0,0,0,5,0,6,9,8
ENSG00000263711.5,RP11-169F17.1,processed_transcript,52,45,50,44,76,73,67,75
ENSG00000263716.1,SLC25A51P2,processed_pseudogene,5,3,5,1,3,2,8,1
ENSG00000263731.1,RP11-498C9.15,lincRNA,125,235,108,144,132,81,82,128
ENSG00000263733.1,RP11-47G4.1,processed_pseudogene,17,40,20,24,15,12,23,22
ENSG00000263740.2,RN7SL4P,misc_RNA,2837,2455,658,1132,1900,1501,1203,1341
ENSG00000263753.6,LINC00667,lincRNA,600,748,512,593,493,407,455,621
ENSG00000263761.2,GDF2,protein_coding,2,1,2,6,0,6,1,7
ENSG00000263766.5,RP11-580I16.2,antisense,11,2,4,8,50,7,31,18
ENSG00000263781.3,RP11-321A17.3,processed_pseudogene,688,793,680,613,432,405,471,642
ENSG00000263786.1,RP11-649A18.4,sense_intronic,11,30,12,6,43,30,55,40
ENSG00000263809.1,RP11-849F2.7,protein_coding,9,12,1,2,0,0,3,0
ENSG00000263815.2,RN7SL426P,misc_RNA,2,1,4,2,4,4,4,6
ENSG00000263818.5,CTD-2206N4.4,transcribed_processed_pseudogene,1,15,1,0,11,1,4,8
ENSG00000263820.1,AC005702.2,miRNA,6,2,2,1,8,1,12,3
ENSG00000263823.1,RP11-326K13.4,antisense,22,7,22,19,5,11,17,27
ENSG00000263826.1,RP11-573D15.9,antisense,16,39,18,19,24,29,57,61
ENSG00000263829.1,FAM60BP,processed_pseudogene,13,11,11,12,11,13,6,24
ENSG00000263843.1,RP11-649A18.12,antisense,3,11,8,6,1,3,15,19
ENSG00000263846.1,CIAPIN1P,processed_pseudogene,143,392,158,179,87,33,105,146
ENSG00000263847.1,RP11-143J12.3,antisense,1,7,0,0,2,2,2,8
ENSG00000263857.1,MIR4729,miRNA,1,1,5,0,4,2,3,0
ENSG00000263870.1,CTD-2350C19.5,unprocessed_pseudogene,31,21,23,13,41,23,28,32
ENSG00000263874.1,LINC00672,lincRNA,34,41,28,20,39,23,48,62
ENSG00000263883.1,EEF1DP7,transcribed_processed_pseudogene,3,5,6,1,19,9,10,18
ENSG00000263884.1,RP11-705O1.8,lincRNA,4,25,19,7,17,8,5,0
ENSG00000263887.6,RP11-51L5.5,transcribed_unprocessed_pseudogene,37,67,44,36,65,33,42,69
ENSG00000263924.1,RP11-210K20.2,antisense,7,28,19,7,15,13,26,21
ENSG00000263931.1,RP11-180P8.1,lincRNA,10,0,8,4,6,4,4,7
ENSG00000263934.4,SNORD3A,snoRNA,1017,2232,913,1561,2218,1174,2009,2025
ENSG00000263938.1,RP11-579O24.3,sense_intronic,16,4,3,0,7,1,1,2
ENSG00000263956.5,NBPF11,protein_coding,175,248,158,169,256,184,234,331
ENSG00000263961.6,C1orf186,protein_coding,14,14,22,11,15,11,16,20
ENSG00000263968.2,RN7SL381P,misc_RNA,0,2,2,4,2,2,5,8
ENSG00000263970.1,RP11-789C17.5,antisense,8,9,3,23,26,2,9,15
ENSG00000263988.2,RN7SL147P,misc_RNA,13,55,46,30,62,22,47,59
ENSG00000263990.1,CTC-542B22.2,lincRNA,16,12,9,4,8,9,27,12
ENSG00000264007.1,RP11-68I3.10,sense_intronic,0,4,2,3,7,10,7,7
ENSG00000264012.1,RP11-627G18.2,antisense,0,0,11,1,5,6,13,10
ENSG00000264013.1,MIR3938,miRNA,19,19,19,11,18,15,16,32
ENSG00000264017.2,RN7SL336P,misc_RNA,8,15,8,20,14,10,11,6
ENSG00000264044.1,RP11-192H23.7,antisense,1,12,0,1,10,5,18,15
ENSG00000264049.1,MIR4737,miRNA,9,18,1,4,0,2,6,3
ENSG00000264057.1,RP11-583F2.1,transcribed_unprocessed_pseudogene,32,52,35,34,51,20,41,32
ENSG00000264063.1,MIR3687-2,miRNA,3,3,2,0,1,0,4,5
ENSG00000264070.1,DND1P1,processed_pseudogene,8,16,8,4,7,3,17,8
ENSG00000264078.1,RP11-73M7.9,antisense,90,114,72,85,155,98,171,137
ENSG00000264112.1,RP11-159D12.2,lincRNA,217,421,196,294,402,244,694,769
ENSG00000264148.1,RP11-848P1.7,processed_pseudogene,3,4,10,4,6,3,3,10
ENSG00000264151.5,RP11-739N10.1,lincRNA,18,7,8,12,13,11,5,11
ENSG00000264164.1,RP11-640N20.6,transcribed_processed_pseudogene,6,7,5,5,4,10,4,7
ENSG00000264169.2,RN7SL665P,misc_RNA,11,0,1,5,1,5,6,7
ENSG00000264176.1,MAGOH2P,transcribed_processed_pseudogene,37,40,21,29,23,19,20,26
ENSG00000264179.1,RP11-672L10.5,processed_pseudogene,37,37,48,41,31,29,18,43
ENSG00000264204.2,AGAP7P,unprocessed_pseudogene,92,210,85,108,105,81,207,175
ENSG00000264207.1,RP11-196G18.23,antisense,24,13,22,16,19,17,41,19
ENSG00000264215.1,RP11-283C24.1,lincRNA,10,12,10,10,24,2,18,18
ENSG00000264217.2,RPL35AP25,processed_pseudogene,3,7,2,1,3,3,6,2
ENSG00000264229.1,RNU4ATAC,snRNA,12,12,18,19,11,11,6,18
ENSG00000264230.7,ANXA8L1,protein_coding,0,0,3,5,2,17,4,2
ENSG00000264235.5,RP13-270P17.1,antisense,5,23,9,11,18,8,27,56
ENSG00000264247.1,LINC00909,lincRNA,163,201,190,232,109,143,142,161
ENSG00000264270.1,RP11-474I11.7,antisense,2,4,5,1,8,5,10,11
ENSG00000264271.2,RN7SL488P,misc_RNA,9,7,11,13,6,13,5,19
ENSG00000264275.1,RN7SL753P,misc_RNA,1,8,4,8,3,5,5,2
ENSG00000264278.1,RP11-162A12.2,lincRNA,8,19,7,6,12,4,12,20
ENSG00000264281.3,CTD-2031P19.4,processed_pseudogene,1247,1467,1152,1325,658,813,950,848
ENSG00000264289.1,RP11-268I9.4,processed_pseudogene,17,15,25,32,44,7,9,22
ENSG00000264304.1,RP11-20B24.7,antisense,0,11,3,11,13,15,9,4
ENSG00000264311.1,CCDC58P1,processed_pseudogene,20,9,21,21,19,11,24,16
ENSG00000264315.1,HNRNPA1P11,processed_pseudogene,7,12,7,8,4,8,7,7
ENSG00000264316.1,RP11-846F4.9,unprocessed_pseudogene,5,5,7,8,3,2,6,6
ENSG00000264343.5,NOTCH2NL,protein_coding,58,53,54,39,41,32,35,72
ENSG00000264350.1,SNRPGP2,processed_pseudogene,1402,1496,1286,1519,1008,1139,944,1290
ENSG00000264364.2,DYNLL2,protein_coding,1304,1588,1233,1562,1488,1077,1077,1481
ENSG00000264379.1,SNORD39,snoRNA,6,2,1,4,13,14,27,21
ENSG00000264384.2,RN7SL431P,misc_RNA,10,3,5,0,6,3,27,12
ENSG00000264391.2,RN7SL208P,misc_RNA,4,7,12,3,1,3,9,8
ENSG00000264419.1,MIR548AC,miRNA,5,4,2,11,4,4,3,7
ENSG00000264424.1,MYH4,protein_coding,7,0,9,6,3,4,3,6
ENSG00000264434.2,CTD-2006O16.2,antisense,1,6,3,15,0,0,10,13
ENSG00000264435.1,RP11-338L22.3,transcribed_processed_pseudogene,3,2,4,7,5,4,2,0
ENSG00000264448.3,RP3-388N13.5,lincRNA,2,2,9,10,14,2,1,11
ENSG00000264456.1,RP11-848P1.2,sense_intronic,2,2,4,2,4,1,6,26
ENSG00000264462.1,MIR3648-2,miRNA,3,2,3,0,0,0,4,6
ENSG00000264522.5,OTUD7B,protein_coding,794,1044,818,726,1214,581,931,1242
ENSG00000264538.6,SUZ12P1,transcribed_unprocessed_pseudogene,239,313,231,323,231,168,319,300
ENSG00000264548.1,RP13-516M14.2,antisense,8,0,5,11,6,0,10,0
ENSG00000264570.1,SNX19P3,processed_pseudogene,40,83,25,46,33,14,28,26
ENSG00000264575.1,LINC00526,lincRNA,21,16,13,27,22,11,6,23
ENSG00000264577.1,AC010761.8,antisense,9,47,27,22,30,24,49,48
ENSG00000264596.1,RP11-678G15.1,sense_intronic,5,10,2,4,9,2,5,11
ENSG00000264608.1,RP11-192H23.8,sense_intronic,31,54,43,61,62,44,118,133
ENSG00000264618.2,RN7SL732P,misc_RNA,0,2,3,2,4,2,9,5
ENSG00000264630.5,PRKCA-AS1,antisense,1,6,6,11,17,4,21,30
ENSG00000264644.1,KRT18P8,processed_pseudogene,194,185,236,165,218,219,183,242
ENSG00000264647.1,RP11-68I3.7,antisense,1,1,5,4,3,8,1,5
ENSG00000264655.1,CTD-2267D19.4,processed_pseudogene,6,14,13,10,8,3,9,8
ENSG00000264678.1,MIR3140,miRNA,0,0,3,6,1,0,10,2
ENSG00000264714.1,RP11-21G15.1,transcribed_processed_pseudogene,4,0,11,6,11,10,8,16
ENSG00000264736.1,BDP1P,processed_pseudogene,39,27,33,55,47,33,35,40
ENSG00000264739.1,RP11-138I1.2,antisense,3,1,2,14,4,2,12,18
ENSG00000264769.1,RP11-498C9.12,antisense,0,8,2,0,4,1,8,0
ENSG00000264772.5,RP11-186B7.4,processed_transcript,14,32,8,33,4,6,32,29
ENSG00000264775.1,PPIAP14,processed_pseudogene,3,5,6,2,3,3,6,6
ENSG00000264801.1,ERVFRD-3,transcribed_processed_pseudogene,1,0,6,4,0,6,13,4
ENSG00000264812.1,RP13-20L14.4,sense_intronic,0,7,7,0,0,1,2,4
ENSG00000264829.1,RP11-474I11.8,antisense,6,1,8,2,8,12,4,14
ENSG00000264837.1,VN1R71P,processed_pseudogene,170,161,178,165,134,119,111,129
ENSG00000264853.1,RP11-16C1.2,sense_intronic,4,11,4,0,26,2,9,12
ENSG00000264885.1,RP11-815I9.4,sense_intronic,103,164,93,129,97,80,108,73
ENSG00000264895.1,RP11-421E14.2,sense_intronic,21,10,16,10,26,16,9,54
ENSG00000264907.1,SLMO2P3,processed_pseudogene,5,2,4,0,11,6,1,0
ENSG00000264916.2,RN7SL230P,misc_RNA,20,16,21,26,15,9,30,28
ENSG00000264918.1,AC005229.1,miRNA,1,0,1,7,5,2,4,2
ENSG00000264920.1,RP11-6N17.4,processed_transcript,30,49,34,69,52,36,34,58
ENSG00000264937.1,AC100830.5,antisense,11,1,0,5,1,0,0,0
ENSG00000264940.4,SNORD3C,snoRNA,87,142,111,146,203,115,215,228
ENSG00000264943.1,SH3GL1P2,processed_pseudogene,13,50,9,21,29,19,41,29
ENSG00000264954.1,RP11-214C8.2,lincRNA,17,42,21,25,32,29,70,57
ENSG00000264964.1,RP11-888D10.3,lincRNA,5,43,17,8,13,1,4,2
ENSG00000264971.1,PRR13P4,processed_pseudogene,24,14,26,33,18,15,29,26
ENSG00000264991.1,AP001205.1,miRNA,0,7,4,3,6,3,10,0
ENSG00000265018.6,CTGLF12P,transcribed_unprocessed_pseudogene,71,140,72,100,113,90,197,197
ENSG00000265038.1,PMM2P1,processed_pseudogene,42,72,30,41,30,21,50,31
ENSG00000265055.1,AC145343.2,lincRNA,3,10,4,4,1,6,4,3
ENSG00000265100.1,RP11-147L13.2,antisense,0,13,2,12,5,5,12,8
ENSG00000265107.2,GJA5,protein_coding,12,32,21,23,13,14,17,23
ENSG00000265123.2,RN7SL200P,misc_RNA,110,93,34,53,50,52,54,89
ENSG00000265136.1,RP13-638C3.6,processed_pseudogene,52,111,52,42,68,44,69,58
ENSG00000265137.2,AL121893.2,miRNA,10,12,14,5,12,10,20,56
ENSG00000265141.2,RN7SL451P,misc_RNA,23,28,36,27,52,33,68,53
ENSG00000265142.6,MIR133A1HG,antisense,2,17,5,5,19,12,21,21
ENSG00000265179.6,RP11-672L10.2,processed_transcript,0,3,2,10,7,15,0,0
ENSG00000265182.1,SRP72P1,processed_pseudogene,269,359,225,248,165,161,203,194
ENSG00000265185.5,SNORD3B-1,snoRNA,747,932,571,615,1362,642,1308,1485
ENSG00000265194.1,RP11-70L8.4,antisense,12,21,2,4,26,9,32,30
ENSG00000265218.1,RP11-927P21.1,antisense,1,4,1,0,3,6,9,4
ENSG00000265222.1,RP11-466A19.8,sense_intronic,2,2,16,4,15,6,3,8
ENSG00000265241.6,RBM8A,protein_coding,1476,1805,1375,1777,1068,1258,1255,1705
ENSG00000265261.1,RP11-162A12.3,processed_pseudogene,1,17,6,12,12,8,8,17
ENSG00000265262.1,TRMT112P3,transcribed_processed_pseudogene,33,23,51,52,51,49,46,77
ENSG00000265273.1,PGDP1,processed_pseudogene,592,837,465,574,368,318,384,383
ENSG00000265296.1,FEM1AP2,processed_pseudogene,5,6,0,2,8,3,4,4
ENSG00000265298.1,RP13-104F24.3,unprocessed_pseudogene,411,650,279,362,705,351,948,863
ENSG00000265345.1,MIR5188,miRNA,0,0,4,0,4,2,3,6
ENSG00000265354.3,TIMM23,protein_coding,2453,2925,2457,2295,1677,1686,1624,1926
ENSG00000265369.3,PCAT18,lincRNA,3,5,3,3,4,3,7,9
ENSG00000265399.1,RP13-270P17.2,antisense,4,13,0,3,20,12,15,14
ENSG00000265413.1,RP11-789C17.1,sense_intronic,3,14,4,4,11,8,13,35
ENSG00000265415.1,CTD-2510F5.4,antisense,6,14,10,14,3,13,5,9
ENSG00000265417.1,RP11-288C17.1,processed_pseudogene,46,52,43,54,66,44,46,82
ENSG00000265437.1,RP11-757O6.4,processed_pseudogene,135,137,78,117,87,62,110,128
ENSG00000265452.1,MIR3682,miRNA,26,33,14,28,37,18,35,59
ENSG00000265458.1,RP13-20L14.6,antisense,2,7,4,5,0,2,6,0
ENSG00000265478.2,CTD-2145A24.5,lincRNA,20,17,15,13,11,20,24,23
ENSG00000265479.5,DTX2P1-UPK3BP1-PMS2P11,processed_transcript,11,5,9,2,10,6,8,5
ENSG00000265480.5,KRT18P55,transcribed_unprocessed_pseudogene,42,26,44,28,34,51,14,72
ENSG00000265491.4,RNF115,protein_coding,910,985,845,898,883,573,962,1147
ENSG00000265496.3,MIR1539,antisense,4,3,5,4,2,0,5,4
ENSG00000265519.1,CTD-3157E16.1,lincRNA,26,38,9,22,9,11,8,13
ENSG00000265531.3,FCGR1C,unprocessed_pseudogene,1,0,2,4,1,4,0,4
ENSG00000265545.1,RP11-183C12.1,processed_pseudogene,44,54,54,45,58,44,72,65
ENSG00000265552.1,RP11-958F21.3,lincRNA,7,21,2,2,17,9,18,14
ENSG00000265574.1,WDR45BP1,processed_pseudogene,67,114,89,96,47,20,34,56
ENSG00000265625.1,RP11-68I3.11,sense_intronic,33,40,10,17,55,29,93,60
ENSG00000265626.1,AC139085.2,processed_pseudogene,129,162,151,128,78,91,71,118
ENSG00000265638.1,AC005702.3,miRNA,9,0,1,3,19,5,15,6
ENSG00000265646.2,TUFMP1,processed_pseudogene,183,359,210,215,208,134,277,241
ENSG00000265666.1,RARA-AS1,antisense,35,50,46,47,64,46,53,92
ENSG00000265678.1,RP11-1376P16.2,antisense,0,6,3,1,0,7,2,0
ENSG00000265681.6,RPL17,protein_coding,708,784,500,591,475,342,582,557
ENSG00000265688.1,MAFG-AS1,antisense,18,40,20,28,51,41,43,49
ENSG00000265692.1,RP13-516M14.4,lincRNA,2,1,5,4,3,1,0,8
ENSG00000265724.1,MIR4284,miRNA,0,0,3,4,0,0,10,7
ENSG00000265735.2,RN7SL5P,misc_RNA,9552,9347,4510,5820,7858,6635,6185,6462
ENSG00000265739.1,RP11-354P11.3,antisense,0,9,0,2,4,0,7,1
ENSG00000265743.1,RP11-848P1.3,lincRNA,0,0,0,4,0,4,3,4
ENSG00000265749.5,RP11-849F2.5,antisense,8,22,18,9,20,0,11,30
ENSG00000265753.2,RN7SL444P,misc_RNA,10,6,4,8,16,7,7,7
ENSG00000265766.2,CXADRP3,lincRNA,3,8,8,1,1,0,0,0
ENSG00000265778.2,RP11-17M16.2,antisense,26,16,9,18,15,4,10,27
ENSG00000265790.1,RNASEH1P1,processed_pseudogene,13,7,10,9,7,6,11,9
ENSG00000265798.6,RP11-271K11.5,transcribed_unprocessed_pseudogene,0,12,2,0,6,0,4,28
ENSG00000265800.1,RP11-649A18.5,sense_intronic,0,0,4,0,8,3,10,5
ENSG00000265801.1,RP11-720N19.2,sense_intronic,0,6,3,3,5,2,5,11
ENSG00000265802.2,RN7SL49P,misc_RNA,31,49,30,34,48,31,23,32
ENSG00000265806.1,MIR4292,miRNA,3,5,3,3,14,7,19,9
ENSG00000265808.3,SEC22B,protein_coding,2233,2692,2146,2362,2139,1670,1938,2468
ENSG00000265813.2,RN7SL300P,misc_RNA,33,36,29,35,33,26,48,33
ENSG00000265883.1,RP11-169I9.2,processed_pseudogene,18,14,25,22,10,8,24,13
ENSG00000265889.1,Y_RNA,misc_RNA,1,9,6,4,31,6,35,33
ENSG00000265907.1,RP11-737O24.2,antisense,6,0,6,4,22,10,8,7
ENSG00000265908.1,RP11-20B24.6,antisense,5,2,2,1,16,2,10,21
ENSG00000265917.1,MIR3685,miRNA,4,3,7,8,9,4,12,14
ENSG00000265934.1,ARL2BPP1,processed_pseudogene,1,9,1,13,7,4,9,3
ENSG00000265936.1,RP11-563H6.1,processed_pseudogene,646,827,820,717,357,415,466,371
ENSG00000265946.1,RP11-752P2.2,processed_pseudogene,6,3,1,0,5,3,2,0
ENSG00000265972.5,TXNIP,protein_coding,493,488,318,328,905,473,612,813
ENSG00000265982.1,RP11-927P21.4,unprocessed_pseudogene,9,23,11,6,28,10,28,38
ENSG00000265992.1,ESRG,sense_intronic,3,8,2,2,4,6,6,5
ENSG00000265996.1,MIR3671,miRNA,1,3,1,1,14,5,7,12
ENSG00000266010.1,GATA6-AS1,lincRNA,29,16,43,30,26,33,49,47
ENSG00000266019.1,MIR3609,miRNA,18,21,8,10,18,15,28,32
ENSG00000266028.7,SRGAP2,protein_coding,2304,3512,2069,2421,4050,2287,3357,3689
ENSG00000266032.1,AL357515.1,miRNA,1,3,6,2,7,5,8,1
ENSG00000266053.2,NDUFV2-AS1,antisense,12,3,16,31,19,14,15,18
ENSG00000266066.1,POLRMTP1,processed_pseudogene,304,446,310,284,466,219,341,458
ENSG00000266074.8,BAHCC1,protein_coding,250,352,157,235,300,153,194,281
ENSG00000266079.4,SNORA59B,snoRNA,3,2,3,5,6,5,3,9
ENSG00000266094.6,RASSF5,protein_coding,10,27,19,12,17,21,27,17
ENSG00000266111.2,RP11-296K13.4,lincRNA,2,2,6,7,4,5,12,5
ENSG00000266112.1,AC007567.1,miRNA,0,7,6,3,3,5,15,4
ENSG00000266126.1,RP11-209D14.4,sense_intronic,1,5,6,2,4,7,2,13
ENSG00000266127.1,ZNF415P1,processed_pseudogene,3,14,0,0,1,0,6,14
ENSG00000266129.1,SRP68P1,processed_pseudogene,8,0,1,3,1,4,5,13
ENSG00000266145.1,RHOT1P1,processed_pseudogene,17,35,23,19,26,18,40,9
ENSG00000266171.1,RP11-769O8.1,antisense,4,62,13,9,18,14,20,44
ENSG00000266173.5,STRADA,protein_coding,112,212,111,102,171,71,241,205
ENSG00000266176.1,RP11-855A2.5,lincRNA,4,0,6,6,5,1,3,6
ENSG00000266179.2,RP11-1113L8.6,processed_pseudogene,6,7,4,5,6,5,6,7
ENSG00000266184.1,RP11-552O4.2,processed_pseudogene,427,598,398,447,448,365,428,555
ENSG00000266190.1,RP11-218F4.2,unprocessed_pseudogene,2,5,7,5,4,1,1,3
ENSG00000266201.1,SS18L2P2,processed_pseudogene,0,11,0,1,0,0,10,0
ENSG00000266208.1,CTD-2267D19.3,antisense,28,53,26,28,7,13,14,18
ENSG00000266213.1,RP11-100K18.1,lincRNA,0,7,0,0,0,3,2,3
ENSG00000266217.2,CTSLP2,unprocessed_pseudogene,1,8,4,5,4,11,4,11
ENSG00000266236.1,NARF-IT1,sense_intronic,0,6,1,0,6,1,9,0
ENSG00000266256.1,LINC00683,lincRNA,3,0,1,2,1,8,2,3
ENSG00000266258.1,RP11-41O4.1,lincRNA,3,5,6,7,19,11,32,18
ENSG00000266265.2,KLF14,protein_coding,4,2,2,3,1,4,0,3
ENSG00000266282.1,UBL5P2,processed_pseudogene,770,1058,801,977,892,643,766,981
ENSG00000266288.1,CTD-3096M3.2,lincRNA,2,0,3,2,0,3,0,3
ENSG00000266289.1,RP11-1C8.6,lincRNA,6,46,11,0,21,8,30,22
ENSG00000266290.1,RP11-159D12.10,lincRNA,73,61,82,85,65,61,41,62
ENSG00000266294.1,AL136380.1,miRNA,22,25,23,22,17,19,14,29
ENSG00000266296.1,ARIH2P1,processed_pseudogene,144,196,118,98,112,79,159,131
ENSG00000266311.6,AC007952.4,lincRNA,13,39,13,13,36,54,27,69
ENSG00000266313.1,RP11-173M1.4,lincRNA,4,0,3,7,4,0,3,3
ENSG00000266338.6,NBPF15,protein_coding,858,1045,716,732,1386,1086,1472,1828
ENSG00000266356.1,RP11-578C11.2,unprocessed_pseudogene,19,23,20,17,21,7,24,24
ENSG00000266365.1,RP11-51L5.3,unprocessed_pseudogene,14,31,16,23,28,17,28,31
ENSG00000266371.1,RP11-142O6.1,sense_intronic,2,2,4,6,1,0,0,33
ENSG00000266373.1,RP11-710M11.1,processed_pseudogene,3,18,5,6,9,4,13,19
ENSG00000266401.1,RP11-874J12.4,antisense,0,0,2,2,16,1,5,8
ENSG00000266402.3,SNHG25,lincRNA,4622,5701,5420,4760,6352,4463,4907,7238
ENSG00000266405.3,CBX3P2,transcribed_processed_pseudogene,1,12,11,9,3,0,0,1
ENSG00000266412.5,NCOA4,protein_coding,7039,9378,6858,7589,7987,5821,7157,8469
ENSG00000266420.2,RN7SL118P,misc_RNA,6,4,5,3,4,6,7,3
ENSG00000266430.1,AC004520.1,miRNA,7,18,11,20,11,15,12,27
ENSG00000266433.6,TBC1D3P5,transcribed_unprocessed_pseudogene,0,10,1,1,4,1,2,0
ENSG00000266441.1,RP11-91I8.3,antisense,3,1,3,4,0,0,2,0
ENSG00000266456.1,RP11-806L2.2,antisense,10,2,3,2,5,0,3,3
ENSG00000266467.2,RN7SL220P,misc_RNA,2,5,2,0,3,5,21,7
ENSG00000266469.1,CTB-131K11.1,antisense,168,231,114,114,135,123,151,125
ENSG00000266472.5,MRPS21,protein_coding,3550,4221,3643,3997,2297,2120,2420,2987
ENSG00000266473.1,RP11-401F2.3,antisense,2,14,5,0,0,3,4,13
ENSG00000266479.1,CTD-2515C13.1,processed_pseudogene,11,16,22,13,15,14,16,20
ENSG00000266490.1,CTD-2349P21.9,lincRNA,31,22,10,26,26,14,40,27
ENSG00000266497.1,RP11-995C19.2,unprocessed_pseudogene,9,4,1,4,12,8,9,26
ENSG00000266498.1,RP11-45M22.5,lincRNA,2,3,0,4,13,0,25,4
ENSG00000266501.1,RP11-766H1.1,processed_pseudogene,129,131,132,93,91,87,86,84
ENSG00000266522.1,RP11-805F19.4,unprocessed_pseudogene,20,31,25,18,15,10,8,18
ENSG00000266524.2,GDF10,protein_coding,2,1,2,0,0,7,4,3
ENSG00000266529.1,RP11-846F4.1,unprocessed_pseudogene,5,4,2,4,7,1,7,7
ENSG00000266533.1,MIR3619,miRNA,1,6,8,4,8,1,9,14
ENSG00000266538.1,RP11-385D13.3,lincRNA,4,18,1,5,1,1,5,1
ENSG00000266539.1,AC078889.1,miRNA,6,12,0,4,3,0,3,10
ENSG00000266549.1,RP11-526I8.2,processed_pseudogene,8,7,7,8,10,3,6,8
ENSG00000266563.1,EIF1P5,unprocessed_pseudogene,433,525,493,505,578,493,438,759
ENSG00000266575.1,BOLA2P1,processed_pseudogene,37,40,51,38,38,38,50,38
ENSG00000266598.1,RP11-583F2.5,antisense,1,27,0,17,31,19,43,35
ENSG00000266613.1,RFWD2P1,processed_pseudogene,166,232,154,132,159,73,146,184
ENSG00000266640.1,MIR4754,miRNA,3,21,4,2,1,0,1,3
ENSG00000266648.1,SETP3,processed_pseudogene,517,798,489,548,441,292,440,480
ENSG00000266651.1,RP11-138I1.3,lincRNA,0,10,7,0,1,2,6,3
ENSG00000266664.1,RP11-160E2.21,sense_intronic,2,2,8,6,3,1,12,5
ENSG00000266677.1,RP11-258F1.1,antisense,0,9,0,0,3,0,6,6
ENSG00000266680.1,RP5-1148A21.3,antisense,33,22,28,27,10,13,15,25
ENSG00000266701.1,AC005702.4,miRNA,2,0,1,3,4,0,1,5
ENSG00000266707.1,PSMD7P1,processed_pseudogene,375,510,335,432,266,287,289,382
ENSG00000266709.1,RP11-214O1.2,lincRNA,0,9,19,1,1,0,4,7
ENSG00000266714.6,MYO15B,protein_coding,99,194,83,111,174,114,215,205
ENSG00000266718.1,RP11-466A19.1,antisense,1,16,2,0,11,10,10,0
ENSG00000266767.1,RP11-678G15.2,antisense,4,1,3,5,3,24,20,38
ENSG00000266777.1,SH3GL1P1,transcribed_processed_pseudogene,14,37,18,28,31,20,80,44
ENSG00000266780.1,MIR4444-2,miRNA,83,97,65,97,79,49,65,57
ENSG00000266783.1,RP11-715F3.2,sense_intronic,11,0,6,4,13,3,12,8
ENSG00000266786.1,LGALS9DP,unprocessed_pseudogene,6,5,8,6,23,8,7,19
ENSG00000266801.1,RP11-521L9.2,sense_intronic,4,3,15,18,3,5,7,0
ENSG00000266805.1,RP11-61L19.1,sense_intronic,4,3,6,6,13,5,7,10
ENSG00000266824.1,RP11-599B13.7,lincRNA,6,0,1,8,7,4,5,4
ENSG00000266826.1,CTD-2200P10.1,processed_pseudogene,38,81,36,38,37,22,27,49
ENSG00000266828.2,RN7SL712P,misc_RNA,5,5,3,0,4,7,5,7
ENSG00000266835.5,GAPLINC,lincRNA,62,33,61,47,2,23,0,20
ENSG00000266850.1,RP11-370A5.1,antisense,0,1,2,4,3,0,1,3
ENSG00000266853.1,ITM2BP1,processed_pseudogene,18,10,0,7,16,7,16,3
ENSG00000266865.6,RP11-848P1.9,transcribed_unprocessed_pseudogene,36,51,45,35,23,23,31,65
