Ensembl ID	Gene symbol	Gene type	ST1	ST2	ST3	ST4	OS1	OS2	OS3	OS4
ENSG00000234684.6	SDCBP2-AS1	antisense	22	72	35	37	62	67	44	31
ENSG00000234690.6	AC073283.4	lincRNA	7	6	5	12	5	12	6	3
ENSG00000234694.1	RP1-92O14.3	antisense	3	6	6	0	2	6	8	21
ENSG00000234695.1	AC002076.10	antisense	16	37	16	32	88	23	34	37
ENSG00000234699.1	RP11-225H22.4	antisense	7	0	1	0	1	1	0	0
ENSG00000234702.1	VDAC1P3	processed_pseudogene	20	28	38	23	18	52	26	36
ENSG00000234709.2	UPF3AP3	transcribed_processed_pseudogene	43	93	68	61	50	89	68	75
ENSG00000234715.1	CTB-107G13.1	antisense	5	2	3	7	6	5	5	3
ENSG00000234719.8	RP11-166B2.1	protein_coding	54	41	44	31	80	66	58	59
ENSG00000234720.3	ATP5A1P8	processed_pseudogene	38	102	63	89	66	81	63	65
ENSG00000234735.1	AL022237.3	processed_pseudogene	2	7	4	6	7	6	7	9
ENSG00000234737.1	KRT18P15	processed_pseudogene	53	106	74	134	56	108	50	61
ENSG00000234740.1	RP11-272P10.2	sense_intronic	4	19	12	3	11	8	7	17
ENSG00000234741.7	GAS5	processed_transcript	4594	7216	4697	5321	4545	6403	4395	4930
ENSG00000234742.1	AC144530.1	processed_pseudogene	1342	1916	1642	1222	1306	1097	1283	1193
ENSG00000234743.1	EIF5AP4	processed_pseudogene	519	833	557	999	491	745	589	595
ENSG00000234745.9	HLA-B	protein_coding	10239	15178	11081	12397	10690	13944	10795	11519
ENSG00000234750.1	CTD-2666L21.2	processed_pseudogene	38	62	33	46	24	46	40	47
ENSG00000234751.1	AP002381.2	processed_pseudogene	2	3	5	5	5	6	4	6
ENSG00000234753.5	FOXP4-AS1	antisense	3	28	24	5	11	10	8	2
ENSG00000234754.1	C1orf140	lincRNA	23	10	10	10	9	10	9	9
ENSG00000234764.2	E2F6P1	processed_pseudogene	122	148	95	108	91	122	71	90
ENSG00000234765.1	ELL2P3	processed_pseudogene	1	2	2	6	3	3	3	0
ENSG00000234769.7	WASH4P	unprocessed_pseudogene	35	36	17	36	20	38	19	29
ENSG00000234771.3	SLC25A25-AS1	antisense	105	122	110	106	91	168	90	94
ENSG00000234776.4	C11orf94	protein_coding	17	15	9	26	20	38	10	21
ENSG00000234779.1	RP11-62F24.2	antisense	22	40	25	25	21	28	15	15
ENSG00000234780.1	RP11-552E4.2	processed_pseudogene	11	11	8	26	4	24	7	15
ENSG00000234781.2	LINC01103	lincRNA	3	1	1	0	4	4	3	0
ENSG00000234782.3	TPT1P9	processed_pseudogene	4249	6578	4907	5072	4083	4881	3823	4635
ENSG00000234785.1	EEF1GP5	processed_pseudogene	1016	2016	1354	1671	1287	1751	1093	1268
ENSG00000234790.1	NUTF2P4	processed_pseudogene	5	5	2	9	0	14	4	5
ENSG00000234792.1	RP11-552J9.6	processed_pseudogene	12	10	12	26	13	32	9	21
ENSG00000234795.9	RFTN1P1	transcribed_unprocessed_pseudogene	0	5	3	6	5	13	4	5
ENSG00000234797.5	RPS3AP6	processed_pseudogene	6782	11018	7686	8667	6757	7785	6278	7239
ENSG00000234800.2	PCMTD1P3	processed_pseudogene	4	4	4	13	5	3	1	3
ENSG00000234801.3	MORF4	processed_pseudogene	730	1207	925	1012	733	1189	869	840
ENSG00000234806.1	RP11-9E13.4	processed_pseudogene	4	0	1	0	0	5	5	0
ENSG00000234807.5	LINC01135	lincRNA	11	18	9	11	2	7	5	14
ENSG00000234810.1	RP11-466L17.1	lincRNA	4	11	5	7	5	4	3	2
ENSG00000234811.1	RP11-241I20.5	processed_pseudogene	3	5	4	2	7	5	4	1
ENSG00000234813.1	RP11-288D15.1	processed_pseudogene	18	49	24	15	22	27	30	19
ENSG00000234814.7	SVILP1	transcribed_unprocessed_pseudogene	181	369	242	375	241	447	208	276
ENSG00000234817.2	RP3-400B16.1	lincRNA	15	22	16	14	2	29	9	14
ENSG00000234818.1	AC092687.5	antisense	0	1	1	0	3	5	1	2
ENSG00000234819.1	RP11-336N8.4	processed_pseudogene	30	60	44	34	26	37	42	36
ENSG00000234825.3	XRCC6P2	processed_pseudogene	762	1165	817	1090	903	1205	860	944
ENSG00000234828.7	RP11-526A4.1	lincRNA	17	24	19	10	15	19	20	17
ENSG00000234832.1	RP3-322G13.7	antisense	0	1	4	0	0	0	7	0
ENSG00000234838.3	RP11-5P22.1	processed_pseudogene	10	10	9	10	4	9	8	10
ENSG00000234840.1	LINC01239	lincRNA	0	0	4	4	6	6	0	3
ENSG00000234841.4	RP11-119H12.4	processed_pseudogene	9	4	9	6	5	2	0	3
ENSG00000234844.1	CDC42P2	processed_pseudogene	4	4	5	12	6	6	0	5
ENSG00000234851.4	RPL23AP42	processed_pseudogene	7600	10993	9281	7956	7495	8507	6423	6602
ENSG00000234857.2	HNRNPUL2-BSCL2	protein_coding	47	60	48	52	33	65	35	44
ENSG00000234861.2	ATP5A1P1	processed_pseudogene	13	10	12	14	7	23	9	15
ENSG00000234864.1	AL022344.5	lincRNA	2	5	2	12	2	1	3	2
ENSG00000234877.2	AC092660.1	lincRNA	4	4	2	5	4	3	2	5
ENSG00000234882.1	EIF3EP1	processed_pseudogene	901	1299	1046	1171	988	896	825	919
ENSG00000234883.3	MIR155HG	lincRNA	164	265	163	125	85	92	116	131
ENSG00000234886.1	MTND5P26	processed_pseudogene	0	0	5	0	8	4	0	0
ENSG00000234890.1	HNRNPDLP2	unprocessed_pseudogene	25	49	29	32	17	33	23	39
ENSG00000234898.1	CHEK2P3	unprocessed_pseudogene	10	4	3	3	3	0	3	2
ENSG00000234899.9	SOX9-AS1	processed_transcript	14	13	7	3	15	7	7	7
ENSG00000234911.1	TEX21P	unitary_pseudogene	20	9	4	0	0	0	0	4
ENSG00000234912.9	SNHG20	processed_transcript	445	715	448	441	285	408	316	336
ENSG00000234917.2	RP5-994D16.3	lincRNA	14	12	12	7	7	22	13	17
ENSG00000234925.2	ATP5HP4	processed_pseudogene	423	661	521	415	405	454	334	385
ENSG00000234933.1	CDC42P1	processed_pseudogene	90	167	126	150	110	122	89	105
ENSG00000234934.1	MTND5P29	unprocessed_pseudogene	3	4	3	2	2	6	4	5
ENSG00000234936.1	AC010883.5	antisense	4	7	2	8	2	2	5	6
ENSG00000234937.1	RP11-101O6.2	processed_pseudogene	7	1	4	4	7	14	5	3
ENSG00000234943.2	AC092839.4	antisense	4	9	6	9	1	20	2	14
ENSG00000234945.7	GTF3C2-AS1	antisense	10	3	6	0	9	7	5	2
ENSG00000234949.2	AC104667.3	antisense	3	6	5	0	2	1	0	5
ENSG00000234956.5	RP11-356I2.1	lincRNA	8	1	0	0	4	0	0	0
ENSG00000234961.1	RP11-124N14.3	antisense	2	3	1	0	3	3	9	7
ENSG00000234964.4	FABP5P7	processed_pseudogene	11088	16705	13930	16424	9025	11524	9139	9890
ENSG00000234975.6	FTH1P2	processed_pseudogene	6209	7923	7179	4695	7013	5957	6683	5826
ENSG00000234981.1	RP11-534L20.4	processed_pseudogene	858	1404	1220	1415	846	1457	785	1038
ENSG00000234982.1	RP11-280O24.3	processed_pseudogene	19	24	24	16	12	16	9	16
ENSG00000234984.1	FMO10P	unitary_pseudogene	4	7	4	1	4	2	3	10
ENSG00000234985.2	RP11-3L10.3	processed_pseudogene	1773	2272	1880	1537	1696	1658	1777	1645
ENSG00000234993.1	CUBNP2	unprocessed_pseudogene	86	133	107	132	71	83	41	84
ENSG00000234996.3	RP11-480I12.7	lincRNA	1	15	8	2	6	5	5	11
ENSG00000234999.1	SNRPCP19	processed_pseudogene	4	6	5	11	6	9	7	12
ENSG00000235001.3	EIF4A1P2	processed_pseudogene	1138	1947	1496	1765	1354	1883	1427	1480
ENSG00000235002.1	RP11-157D18.2	processed_pseudogene	7	6	9	13	7	5	4	12
ENSG00000235008.1	RP3-497J21.1	processed_pseudogene	507	772	481	543	340	587	335	356
ENSG00000235012.1	AF121897.4	processed_pseudogene	4	0	0	0	0	0	2	2
ENSG00000235013.1	COX20P2	processed_pseudogene	136	186	172	171	99	154	115	156
ENSG00000235015.1	GEMIN2P1	processed_pseudogene	4	10	1	12	7	10	2	5
ENSG00000235016.1	SEMA3F-AS1	antisense	24	30	23	4	17	45	19	14
ENSG00000235020.4	RP11-109I13.2	processed_transcript	9	12	14	3	10	10	5	2
ENSG00000235027.1	AC068580.6	antisense	5	2	7	9	10	24	11	13
ENSG00000235028.3	HMGN1P30	processed_pseudogene	18	40	16	23	24	32	20	23
ENSG00000235033.7	RP11-61I13.3	antisense	20	2	4	4	5	11	6	1
ENSG00000235034.6	C19orf81	protein_coding	87	130	91	86	93	95	83	54
ENSG00000235036.4	RP5-1099D15.1	processed_pseudogene	109	117	123	127	96	156	134	147
ENSG00000235043.3	TECRP1	processed_pseudogene	188	348	301	296	294	590	335	281
ENSG00000235044.1	PPIAP3	processed_pseudogene	12	30	14	17	9	16	14	20
ENSG00000235045.2	RPL7P8	processed_pseudogene	30	54	41	28	29	22	23	36
ENSG00000235050.6	MLIP-AS1	antisense	4	2	0	3	0	0	2	3
ENSG00000235052.1	RP1-150O5.3	lincRNA	3	2	2	4	4	1	0	1
ENSG00000235054.2	RP5-1166F10.1	lincRNA	8	9	24	6	7	4	10	6
ENSG00000235059.5	AC008175.1	lincRNA	8	18	7	10	8	14	14	10
ENSG00000235060.1	VDAC1P4	processed_pseudogene	667	1112	858	905	719	1013	664	815
ENSG00000235064.1	SLC25A5P2	processed_pseudogene	213	390	311	320	186	373	198	232
ENSG00000235065.1	RPL24P2	processed_pseudogene	1211	1846	1398	1384	1328	1269	1420	1331
ENSG00000235066.6	AC009303.1	antisense	21	2	6	0	6	6	6	3
ENSG00000235071.1	RP11-759L5.2	processed_pseudogene	448	762	455	624	540	752	475	522
ENSG00000235072.2	AC012074.2	lincRNA	5	3	2	7	1	4	5	3
ENSG00000235076.2	GAPDHP52	processed_pseudogene	2	0	3	5	1	12	0	0
ENSG00000235079.1	ZRANB2-AS1	antisense	3	5	8	7	12	4	6	11
ENSG00000235081.1	AC010492.2	processed_pseudogene	58	106	101	86	77	101	73	99
ENSG00000235082.2	SUMO1P3	processed_pseudogene	410	708	572	655	512	535	455	450
ENSG00000235084.3	CHCHD2P6	processed_pseudogene	1218	1773	1299	1573	1158	1847	1248	1208
ENSG00000235085.3	AC091153.4	antisense	8	0	2	9	0	6	2	0
ENSG00000235089.1	RP3-445O10.1	processed_pseudogene	40	50	38	41	20	28	25	29
ENSG00000235090.1	RPL7L1P3	processed_pseudogene	0	5	0	3	11	0	2	8
ENSG00000235092.5	ID2-AS1	antisense	17	4	3	3	2	9	1	0
ENSG00000235095.1	RP11-1217F2.1	unprocessed_pseudogene	21	28	16	18	11	20	11	13
ENSG00000235097.1	LINC00330	lincRNA	10	12	5	5	8	1	7	4
ENSG00000235098.8	ANKRD65	protein_coding	4	8	4	6	1	6	10	7
ENSG00000235105.1	RP11-329A14.1	processed_pseudogene	93	182	90	146	127	120	96	71
ENSG00000235106.8	LINC00094	antisense	506	891	644	704	507	952	485	710
ENSG00000235109.7	ZSCAN31	protein_coding	950	1665	1101	1419	774	1210	758	868
ENSG00000235110.5	RP11-8J23.1	processed_pseudogene	0	12	7	6	2	3	4	8
ENSG00000235111.1	RP1-29C18.8	sense_intronic	28	26	12	4	15	22	22	26
ENSG00000235112.1	HSPE1P27	processed_pseudogene	2	5	3	2	4	5	2	1
ENSG00000235115.3	CHCHD2P8	processed_pseudogene	82	149	125	109	73	95	100	126
ENSG00000235119.1	RP11-9M16.2	lincRNA	5	13	2	2	0	13	2	6
ENSG00000235121.1	RP11-90L20.2	antisense	1	0	3	1	1	7	2	18
ENSG00000235127.1	AC068286.1	lincRNA	7	3	3	2	2	5	0	0
ENSG00000235128.1	AC013474.4	processed_pseudogene	0	0	4	0	0	0	0	2
ENSG00000235137.2	HSP90AB6P	processed_pseudogene	341	372	327	343	361	402	306	321
ENSG00000235138.1	RP11-374P20.4	antisense	22	7	13	4	18	28	4	1
ENSG00000235139.2	AC003984.1	lincRNA	4	1	1	1	1	2	1	2
ENSG00000235142.7	RP1-60O19.1	lincRNA	30	13	6	13	5	11	5	5
ENSG00000235143.1	RP1-65J11.5	antisense	3	6	5	5	1	10	5	5
ENSG00000235145.2	RP11-533E19.3	processed_pseudogene	10	9	9	15	6	15	6	5
ENSG00000235151.1	AC114730.2	lincRNA	1	1	2	0	0	7	2	0
ENSG00000235158.1	AC087430.1	lincRNA	8	5	12	8	5	4	10	6
ENSG00000235159.1	RP6-109B7.4	lincRNA	12	13	12	12	6	13	11	14
ENSG00000235162.8	C12orf75	protein_coding	1572	2267	1639	1476	1918	2342	1874	1928
ENSG00000235165.2	CDK5PS	processed_pseudogene	25	51	37	37	27	90	40	21
ENSG00000235169.7	SMIM1	protein_coding	25	8	9	13	2	19	14	8
ENSG00000235173.6	HGH1	protein_coding	611	910	647	786	651	1298	720	728
ENSG00000235174.1	RPL39P3	processed_pseudogene	2544	3903	3105	3115	2797	2654	1990	2616
ENSG00000235175.1	RPL26P37	processed_pseudogene	869	1535	1031	1294	935	1123	1131	1036
ENSG00000235183.3	RP11-613C6.4	processed_pseudogene	209	277	209	290	245	279	192	235
ENSG00000235191.1	NUCB1-AS1	antisense	2	0	0	7	2	11	0	1
ENSG00000235194.8	PPP1R3E	protein_coding	109	178	132	125	64	146	64	81
ENSG00000235202.1	LINC01525	lincRNA	5	8	11	11	7	6	5	10
ENSG00000235204.1	RP11-121A14.2	antisense	0	12	1	7	3	5	2	4
ENSG00000235207.1	TUBBP6	processed_pseudogene	11	17	14	17	18	24	17	16
ENSG00000235211.4	TMSB10P2	processed_pseudogene	245	341	323	338	208	259	210	267
ENSG00000235217.6	TSPY26P	transcribed_processed_pseudogene	65	46	22	44	37	43	25	34
ENSG00000235218.2	AC092638.2	processed_pseudogene	4	6	6	2	1	5	4	2
ENSG00000235225.1	AC016712.2	processed_pseudogene	238	327	261	320	189	276	244	249
ENSG00000235232.1	MRPS18BP2	processed_pseudogene	7	5	11	7	7	13	4	3
ENSG00000235235.6	IGKV1OR2-1	IG_V_pseudogene	14	5	12	14	3	8	7	16
ENSG00000235236.1	RP13-131K19.1	antisense	0	4	0	5	5	1	2	9
ENSG00000235238.1	SUMO2P1	processed_pseudogene	445	649	471	668	370	529	379	398
ENSG00000235240.1	AC026185.1	unprocessed_pseudogene	7	5	7	3	0	10	2	4
ENSG00000235241.1	RP11-108M9.5	processed_pseudogene	5	9	3	11	4	7	4	0
ENSG00000235243.1	AC093716.1	processed_pseudogene	7	3	5	4	7	4	1	2
ENSG00000235245.1	RP11-122K13.12	antisense	0	7	2	20	16	31	14	0
ENSG00000235251.2	RP11-384B12.2	processed_pseudogene	132	266	206	228	141	191	155	155
ENSG00000235253.1	AC010240.2	processed_pseudogene	98	179	149	189	143	210	95	129
ENSG00000235254.3	TMEM185AP1	unprocessed_pseudogene	32	47	27	40	41	92	30	55
ENSG00000235256.1	FKBP4P7	processed_pseudogene	42	81	72	65	78	93	79	69
ENSG00000235257.8	ITGA9-AS1	processed_transcript	46	41	30	38	18	30	7	20
ENSG00000235262.1	KDM5C-IT1	sense_intronic	10	5	0	2	0	1	2	0
ENSG00000235263.1	RP13-392I16.1	lincRNA	9	13	16	12	13	18	10	10
ENSG00000235264.1	RPL5P28	processed_pseudogene	321	508	409	319	271	262	308	299
ENSG00000235266.1	RP11-753C18.8	processed_pseudogene	4	2	1	5	1	13	3	5
ENSG00000235267.1	AC074117.13	processed_pseudogene	432	598	494	497	494	547	454	422
ENSG00000235272.1	FAM103A2P	processed_pseudogene	133	193	155	156	177	137	133	145
ENSG00000235275.3	KRT18P16	processed_pseudogene	52	81	56	69	76	58	67	41
ENSG00000235278.2	ZNF652P1	processed_pseudogene	3	11	13	14	13	5	3	4
ENSG00000235282.3	DYNLL1P3	processed_pseudogene	9	30	14	26	12	26	18	17
ENSG00000235284.1	SNORD62A	snoRNA	12	0	4	9	0	6	2	2
ENSG00000235286.1	AP000925.2	processed_pseudogene	1	0	0	1	8	8	0	0
ENSG00000235289.1	BRD7P6	processed_pseudogene	9	2	2	1	6	4	1	6
ENSG00000235290.1	HLA-W	unprocessed_pseudogene	25	32	36	60	33	58	29	51
ENSG00000235294.1	RPL7AP25	processed_pseudogene	3	8	6	15	2	15	1	6
ENSG00000235297.3	FAUP1	processed_pseudogene	3432	5182	3783	4096	3756	4110	3862	3888
ENSG00000235298.1	RP11-575L7.8	antisense	1	2	4	4	1	2	2	0
ENSG00000235303.1	RP1-79C4.1	lincRNA	107	127	118	107	81	93	89	80
ENSG00000235314.1	LINC00957	lincRNA	9	7	0	11	6	11	7	7
ENSG00000235315.2	RPL23AP69	processed_pseudogene	6	18	7	7	5	6	6	4
ENSG00000235316.1	DUSP8P5	processed_pseudogene	213	413	250	298	134	409	210	245
ENSG00000235318.3	AC005037.6	unprocessed_pseudogene	0	0	4	2	0	0	1	5
ENSG00000235319.1	AC012360.4	lincRNA	16	7	19	11	1	17	4	3
ENSG00000235323.2	COTL1P2	processed_pseudogene	18	33	34	40	34	35	23	33
ENSG00000235325.1	AC009963.6	processed_pseudogene	68	74	92	98	64	100	80	75
ENSG00000235332.2	RP11-366O20.5	processed_pseudogene	10	23	20	10	13	6	7	11
ENSG00000235338.1	DUSP5P2	processed_pseudogene	7	11	5	6	4	6	7	17
ENSG00000235339.1	GEMIN2P2	processed_pseudogene	4	7	1	4	2	6	1	2
ENSG00000235352.1	AC023128.2	processed_pseudogene	12	2	15	6	4	10	1	10
ENSG00000235354.1	CTA-276O3.4	processed_pseudogene	626	694	612	610	509	446	469	486
ENSG00000235358.1	RP11-399E6.1	lincRNA	25	17	11	8	8	8	11	7
ENSG00000235363.1	SNRPGP10	processed_pseudogene	1006	1416	1125	1105	1027	912	767	774
ENSG00000235369.1	RPL36AP15	processed_pseudogene	2	1	2	2	0	6	1	5
ENSG00000235370.6	DNM1P51	transcribed_unprocessed_pseudogene	19	8	4	3	6	1	1	0
ENSG00000235371.1	RP4-764D2.1	processed_pseudogene	53	82	52	99	32	64	42	88
ENSG00000235373.1	RP11-206L10.3	lincRNA	11	16	7	7	6	7	3	7
ENSG00000235374.2	SSR4P1	transcribed_processed_pseudogene	30	21	27	23	30	30	26	46
ENSG00000235376.5	RPEL1	protein_coding	80	113	86	128	38	58	55	72
ENSG00000235377.1	RP11-388B24.4	processed_pseudogene	8	10	2	7	4	12	4	7
ENSG00000235378.2	MRPS10P1	processed_pseudogene	8	24	24	21	10	13	3	20
ENSG00000235381.1	RP11-477D19.2	antisense	22	40	19	29	18	29	16	7
ENSG00000235385.1	GS1-600G8.5	lincRNA	6	6	12	1	107	25	57	55
ENSG00000235386.1	RP11-397A15.4	unprocessed_pseudogene	36	42	21	90	80	190	32	57
ENSG00000235387.1	LINC00961	lincRNA	246	264	222	240	170	265	214	195
ENSG00000235397.1	EPN2-AS1	antisense	0	7	14	7	2	6	12	4
ENSG00000235400.1	RP4-641G12.4	processed_pseudogene	260	476	267	520	314	320	251	240
ENSG00000235408.5	SNORA71B	snoRNA	5	41	20	18	14	24	5	5
ENSG00000235411.1	AC007041.2	processed_pseudogene	524	936	689	872	735	995	740	738
ENSG00000235413.3	KRT18P63	processed_pseudogene	6	20	11	1	7	16	11	16
ENSG00000235416.1	RP3-339A18.3	processed_pseudogene	5	8	2	5	2	0	0	7
ENSG00000235419.5	AC010149.4	antisense	5	0	1	2	2	5	1	1
ENSG00000235420.7	RPL29P30	transcribed_processed_pseudogene	11	8	13	13	5	3	5	9
ENSG00000235423.8	RP11-282O18.3	antisense	72	105	121	171	103	124	76	120
ENSG00000235427.1	AC006159.5	antisense	6	14	16	19	5	34	5	11
ENSG00000235432.1	RP5-930J4.5	unprocessed_pseudogene	2	0	3	6	2	3	7	6
ENSG00000235433.1	AC009960.4	unprocessed_pseudogene	0	7	6	1	1	0	5	1
ENSG00000235437.7	LINC01278	processed_transcript	303	521	267	410	425	501	305	421
ENSG00000235438.7	ESRRAP2	transcribed_processed_pseudogene	25	7	5	6	7	8	1	4
ENSG00000235444.2	PSMB3P2	processed_pseudogene	131	186	109	163	169	202	118	116
ENSG00000235448.1	LURAP1L-AS1	antisense	17	28	18	40	32	28	42	47
ENSG00000235449.2	RP11-480I12.2	processed_pseudogene	815	1120	913	881	720	656	599	678
ENSG00000235453.7	TOPORS-AS1	antisense	171	183	216	114	122	157	122	121
ENSG00000235454.1	HAUS6P3	processed_pseudogene	31	92	65	43	40	81	32	34
ENSG00000235459.5	RPS26P31	processed_pseudogene	689	1054	771	764	663	688	517	692
ENSG00000235472.1	EIF4A1P7	processed_pseudogene	586	800	572	765	551	818	466	570
ENSG00000235475.1	LINC01372	lincRNA	14	16	6	11	8	8	6	15
ENSG00000235481.2	UBE2R2-AS1	antisense	4	5	3	2	0	3	4	1
ENSG00000235482.1	RPL21P135	processed_pseudogene	25	37	13	30	10	17	26	38
ENSG00000235483.1	GYG2-AS1	antisense	9	17	31	9	14	4	9	4
ENSG00000235485.1	RP1-101G11.2	processed_pseudogene	70	130	102	186	109	256	120	125
ENSG00000235486.1	AC114755.7	unprocessed_pseudogene	60	48	46	71	26	58	47	45
ENSG00000235489.4	DBF4P1	processed_pseudogene	96	262	167	174	144	149	104	119
ENSG00000235491.1	AC097499.1	lincRNA	4	0	3	0	3	3	1	0
ENSG00000235499.1	AC073046.25	lincRNA	8	20	10	8	5	1	1	1
ENSG00000235500.2	SNX19P2	processed_pseudogene	14	12	10	38	15	46	16	7
ENSG00000235501.5	RP4-639F20.1	antisense	21	20	25	22	44	36	21	23
ENSG00000235505.7	RP11-693N9.2	transcribed_unprocessed_pseudogene	1016	1580	1340	1275	630	1163	883	904
ENSG00000235508.3	RPS2P7	processed_pseudogene	807	1166	1048	944	738	821	899	830
ENSG00000235510.1	BX842568.1	unprocessed_pseudogene	2	3	0	4	0	5	7	4
ENSG00000235513.1	RP4-756G23.5	antisense	36	45	14	16	8	22	3	26
ENSG00000235519.1	AC012075.2	lincRNA	7	4	8	4	4	5	3	4
ENSG00000235522.6	AC009505.2	antisense	0	2	5	3	0	10	0	2
ENSG00000235525.1	FTLP1	processed_pseudogene	8	10	8	10	4	14	12	10
ENSG00000235526.1	RP5-1028L10.2	antisense	9	2	0	2	8	4	5	14
ENSG00000235527.6	HIPK1-AS1	antisense	26	13	6	3	2	16	9	11
ENSG00000235529.1	AGAP1-IT1	sense_intronic	3	0	6	0	2	2	5	2
ENSG00000235530.6	AC087294.2	antisense	16	56	20	16	41	36	34	30
ENSG00000235531.9	MSC-AS1	antisense	3	7	2	2	4	4	4	5
ENSG00000235538.1	RP1-230L10.1	lincRNA	3	5	5	1	3	4	2	1
ENSG00000235546.2	AC087499.5	processed_pseudogene	28	74	51	83	59	120	47	77
ENSG00000235548.1	AC073551.1	processed_pseudogene	21	17	27	32	25	60	19	18
ENSG00000235552.4	RPL6P27	transcribed_processed_pseudogene	20443	30831	24048	24173	20038	23509	21457	21088
ENSG00000235554.1	AC005822.1	processed_pseudogene	83	177	81	85	70	121	77	58
ENSG00000235555.1	SUMO1P4	processed_pseudogene	120	178	121	159	105	189	96	107
ENSG00000235559.1	NOP56P1	processed_pseudogene	218	221	271	95	220	152	276	239
ENSG00000235560.3	AC002310.12	antisense	49	93	98	96	62	92	74	72
ENSG00000235565.1	RP11-86H7.7	lincRNA	4	5	1	0	3	4	1	5
ENSG00000235568.6	NFAM1	protein_coding	18	1	0	1	1	3	1	1
ENSG00000235574.1	AC073150.6	processed_pseudogene	54	119	73	84	71	149	69	70
ENSG00000235579.1	AC007283.4	processed_pseudogene	451	644	475	513	423	461	388	347
ENSG00000235582.2	RP11-448G4.2	processed_pseudogene	202	282	191	214	185	235	156	165
ENSG00000235583.2	AC007562.1	unprocessed_pseudogene	5	7	14	11	26	4	5	14
ENSG00000235586.1	AC011247.3	antisense	6	4	6	1	8	0	0	6
ENSG00000235587.2	GAPDHP65	processed_pseudogene	6608	11862	8086	11535	7527	15022	8065	9651
ENSG00000235590.7	GNAS-AS1	antisense	6	7	3	1	1	1	3	1
ENSG00000235597.1	LINC01102	lincRNA	1	2	7	9	4	3	4	4
ENSG00000235605.1	RP5-827C21.1	processed_pseudogene	1956	3027	2453	2466	2299	2771	2103	2461
ENSG00000235609.7	AF127936.9	lincRNA	36	76	74	121	43	41	33	42
ENSG00000235612.1	RP1-158P9.1	lincRNA	0	3	3	0	1	1	0	1
ENSG00000235613.2	NSRP1P1	processed_pseudogene	145	286	231	264	168	397	212	233
ENSG00000235616.1	ST13P2	processed_pseudogene	6	13	7	0	0	0	3	6
ENSG00000235618.7	FAM21EP	transcribed_unprocessed_pseudogene	47	78	70	106	50	147	58	73
ENSG00000235619.1	RPL36AP33	processed_pseudogene	2	14	2	12	3	25	6	5
ENSG00000235621.8	LINC00494	lincRNA	5	0	1	1	7	5	0	2
ENSG00000235631.1	RNF148	protein_coding	26	21	6	18	28	23	27	34
ENSG00000235636.1	NUS1P1	processed_pseudogene	201	406	199	382	267	383	216	273
ENSG00000235641.4	LINC00484	lincRNA	4	0	1	0	0	0	0	0
ENSG00000235644.1	AC010095.7	processed_pseudogene	23	35	35	16	26	32	37	36
ENSG00000235651.1	AC064850.4	processed_pseudogene	952	1696	1128	1341	1097	1920	1003	1274
ENSG00000235652.7	RP11-545I5.3	antisense	18	13	27	14	9	19	21	18
ENSG00000235655.3	H3F3AP4	processed_pseudogene	1313	2202	1541	2012	1443	1639	1196	1384
ENSG00000235656.1	RPL36P18	processed_pseudogene	1	3	7	0	2	0	4	3
ENSG00000235670.1	RPL21P40	processed_pseudogene	11	20	15	12	14	9	19	11
ENSG00000235672.1	AC090286.2	transcribed_processed_pseudogene	18	48	21	18	16	22	21	9
ENSG00000235673.1	RP11-109P14.8	processed_pseudogene	1	2	0	4	2	0	4	1
ENSG00000235674.2	LDHAP2	processed_pseudogene	54	82	47	93	59	95	86	94
ENSG00000235677.1	NPM1P26	processed_pseudogene	238	301	181	350	218	224	178	245
ENSG00000235679.1	RP11-449I17.9	processed_pseudogene	6	9	0	19	5	10	1	4
ENSG00000235681.1	AC008746.5	processed_pseudogene	6	14	0	4	3	20	0	1
ENSG00000235683.1	AC018442.1	processed_pseudogene	14	9	24	8	3	17	4	18
ENSG00000235690.2	CUBNP3	unprocessed_pseudogene	4	8	9	16	12	1	3	2
ENSG00000235695.1	RP11-395P16.1	processed_pseudogene	39	53	54	58	60	73	40	45
ENSG00000235698.1	PA2G4P2	processed_pseudogene	161	282	208	289	230	352	208	226
ENSG00000235701.1	PCBP2P1	processed_pseudogene	43	53	31	77	52	71	29	42
ENSG00000235703.5	LINC00894	antisense	69	68	42	52	45	74	33	28
ENSG00000235706.7	DICER1-AS1	antisense	31	19	20	22	21	26	9	19
ENSG00000235710.4	RP5-1097F14.3	antisense	7	6	1	13	2	14	9	3
ENSG00000235711.4	ANKRD34C	protein_coding	14	3	4	2	6	0	4	11
ENSG00000235720.1	RP11-340I6.6	processed_pseudogene	37	71	43	73	46	88	47	56
ENSG00000235721.1	AC013268.3	processed_pseudogene	11	23	9	8	9	22	19	32
ENSG00000235724.8	AC009299.2	antisense	2	14	2	7	1	5	3	3
ENSG00000235726.5	AC010148.1	processed_transcript	6	2	2	1	2	5	3	8
ENSG00000235734.4	HMGN1P36	processed_pseudogene	270	356	228	320	233	250	193	226
ENSG00000235740.1	RP11-436I24.1	antisense	10	9	9	2	1	16	6	4
ENSG00000235743.1	RP11-439H9.1	lincRNA	5	5	3	4	1	6	5	1
ENSG00000235748.1	SEPT14P12	processed_pseudogene	6	11	3	2	1	0	2	6
ENSG00000235750.9	KIAA0040	protein_coding	1894	2959	2111	2652	1335	2366	1098	1427
