ï..Ensembl.ID,Gene.symbol,Gene.type,OS1,OS2,OS3,OS4,LS1,LS2,LS3,LS4,OS,LS
ENSG00000255086.1,RP11-336F14.1,processed_pseudogene,3.875,5.25,14.9375,4.625,0,23.625,2.25,11.25,7.171875,9.28125
ENSG00000255090.5,MIR100HG,lincRNA,66.75,66.125,69.75,77.25,278.875,233.375,408.9375,361.5,69.96875,320.671875
ENSG00000255091.1,RP11-495O11.1,antisense,15.75,25.75,5,17.875,11.25,2.5,3.25,6.5,16.09375,5.875
ENSG00000255094.1,RP11-406D1.2,lincRNA,0.25,4.5,0,1.25,9.25,5,4.125,2.625,1.5,5.25
ENSG00000255100.1,RP11-21L23.3,antisense,2.75,2.125,7.75,2.5,12.25,2.5,3.25,5,3.78125,5.75
ENSG00000255107.1,RP11-159H10.1,processed_pseudogene,59.875,61.875,49.125,35.125,38.25,51,36.125,31.75,51.5,39.28125
ENSG00000255112.2,CHMP1B,protein_coding,1179.25,1019.25,943.9375,1125,902.8125,1146.875,839.875,1016.5,1066.859375,976.515625
ENSG00000255121.2,RP11-110I1.12,lincRNA,12.375,2.125,5,13.375,8.5,19.75,14.625,18.5,8.21875,15.34375
ENSG00000255128.1,HSPD1P3,processed_pseudogene,25.75,13.75,16.25,12.375,21,11.375,12,16.75,17.03125,15.28125
ENSG00000255131.2,OR9L1P,unprocessed_pseudogene,11.25,19.5,12.625,12.375,9.25,21,11.25,9.625,13.9375,12.78125
ENSG00000255135.3,RP11-111M22.3,lincRNA,33.125,37,14.9375,33.125,23.875,7.5,12,23.375,29.546875,16.6875
ENSG00000255138.1,GLTPP1,processed_pseudogene,2.75,0,1.25,4.625,1.875,0,4.125,7.375,2.15625,3.34375
ENSG00000255139.1,AP000442.1,antisense,0.25,12.375,1.25,0,9.25,3.625,1.375,3.625,3.46875,4.46875
ENSG00000255141.1,HNRNPA1P76,processed_pseudogene,0.25,0,7.75,0,9.25,7.5,0.375,11.25,2,7.09375
ENSG00000255142.1,AP006621.6,lincRNA,0.25,0,1.25,4.625,2.75,8.75,0,2.625,1.53125,3.53125
ENSG00000255145.2,STX17-AS1,antisense,0.25,3.625,2.625,6.75,5.625,2.5,9.25,0,3.3125,4.34375
ENSG00000255148.2,RP4-791M13.4,antisense,7.625,1.125,5,7.75,5.625,0,9.25,0.25,5.375,3.78125
ENSG00000255150.1,EID3,protein_coding,110,72.125,59,82.125,107.625,33.75,80.375,83.375,80.8125,76.28125
ENSG00000255153.1,TOLLIP-AS1,antisense,6.5,2.125,13.75,5.625,21.875,10.25,0,4.125,7,9.0625
ENSG00000255154.7,RPP14,protein_coding,1.625,2.125,0,0,6.5,0,0.375,4.125,0.9375,2.75
ENSG00000255158.1,RP11-754B17.1,antisense,0.25,4.5,5,12.375,12.25,18.25,26.75,21,5.53125,19.5625
ENSG00000255170.2,RP11-313I2.6,processed_pseudogene,10,0,7.75,5.625,3.75,3.625,4.125,1.75,5.84375,3.3125
ENSG00000255176.1,AP002954.3,antisense,24.625,37.875,19.875,10.125,61.125,33.75,96.5,77.25,23.125,67.15625
ENSG00000255182.2,CTD-2517M22.14,processed_transcript,1.625,4.5,0,1.25,12.25,1.25,1.375,1.25,1.84375,4.03125
ENSG00000255185.5,PDXDC2P,transcribed_unprocessed_pseudogene,7.625,8.75,14.9375,22,7.5,18.25,18.125,17.75,13.328125,15.40625
ENSG00000255197.5,RP11-750H9.5,antisense,17,24.25,32.75,12.375,10.25,18.25,10.25,15.125,21.59375,13.46875
ENSG00000255198.4,SNHG9,lincRNA,1052.0625,882.375,1218.5,970.125,754.3125,845.0625,784,820.5,1030.765625,800.96875
ENSG00000255200.1,AP003068.18,transcribed_processed_pseudogene,97.75,64.875,67.625,83.75,118.375,122,68.375,108.5,78.5,104.3125
ENSG00000255201.1,RP11-350N15.4,antisense,11.25,7.75,1.25,9,39.3125,33.75,58,66.125,7.3125,49.296875
ENSG00000255202.1,RP4-541C22.5,antisense,11.25,7.75,3.75,12.375,5.625,12.75,21.75,7.375,8.78125,11.875
ENSG00000255203.1,OR7E2P,unprocessed_pseudogene,10,17.875,9,15.625,6.5,55.125,22.625,12.625,13.125,24.21875
ENSG00000255206.1,RP11-403D15.2,antisense,1.625,10.25,1.25,0,1.875,0,0,2.625,3.28125,1.125
ENSG00000255210.1,RP11-344L21.1,processed_pseudogene,75,64.25,68.75,65.5,42.5,32.25,57,50.25,68.375,45.5
ENSG00000255213.1,NPM1P35,processed_pseudogene,17,22,27.875,43.25,15,5,12,14.375,27.53125,11.59375
ENSG00000255220.1,DDX18P5,processed_pseudogene,36,77.75,37,50.75,40.5,22.625,29.5,38.25,50.375,32.71875
ENSG00000255222.1,SETP17,processed_pseudogene,0.25,8.75,2.625,3.625,9.25,8.75,1.375,5,3.8125,6.09375
ENSG00000255224.1,CTD-3065J16.9,antisense,5.25,7.125,14.9375,14.5,13.125,14.125,17,1.75,10.453125,11.5
ENSG00000255234.5,RP11-727A23.10,antisense,3.875,13.75,1.25,1.25,9.25,8.75,8.5,1.75,5.03125,7.0625
ENSG00000255248.6,RP11-166D19.1,sense_overlapping,608.25,754.625,706.25,689.875,5083.375,3617.125,4846,4618.8125,689.75,4541.328125
ENSG00000255254.1,HIGD1AP5,processed_pseudogene,1.625,2.75,7.75,1.25,6.5,2.5,2.25,2.625,3.34375,3.46875
ENSG00000255262.3,TCEB2P2,processed_pseudogene,212.75,170.75,203.625,129,100.75,139.125,153.875,115.25,179.03125,127.25
ENSG00000255265.1,TMA16P1,processed_pseudogene,15.75,10.25,21,19.875,6.5,15.375,5.625,3.625,16.71875,7.78125
ENSG00000255266.1,RP11-734C14.2,processed_pseudogene,3.875,5.25,3.75,0,2.75,0,4.125,4.125,3.21875,2.75
ENSG00000255270.1,NAV2-IT1,sense_intronic,2.75,0,2.625,0,3.75,2.5,4.125,0,1.34375,2.59375
ENSG00000255275.3,RP13-279N23.2,protein_coding,8.75,11.25,3.75,7.75,5.625,25.25,7.5,6.5,7.875,11.21875
ENSG00000255277.3,ABCC6P2,transcribed_unprocessed_pseudogene,2.75,3.625,5,0,0,0,5.625,0,2.84375,1.40625
ENSG00000255282.6,WTAPP1,transcribed_processed_pseudogene,40.125,43.75,48.25,52.875,136.5,120.75,87,75.3125,46.25,104.890625
ENSG00000255284.1,AP006621.5,lincRNA,34,49.25,72.375,64.375,104,88.25,214.625,115.25,55,130.53125
ENSG00000255286.2,RP11-708L7.7,processed_pseudogene,0.25,0,2.625,0,7.5,5,5,4.125,0.71875,5.40625
ENSG00000255291.1,RP11-701I24.1,processed_pseudogene,2.75,9.75,1.25,5.625,3.75,3.625,1.375,3.625,4.84375,3.09375
ENSG00000255293.1,WIZP1,processed_pseudogene,49.5625,64.875,38.25,52.875,15.875,29.125,49.25,50.25,51.390625,36.125
ENSG00000255296.1,RP11-757C15.4,processed_pseudogene,6.5,9.75,1.25,1.25,8.5,2.5,0.375,6.5,4.6875,4.46875
ENSG00000255302.3,EID1,protein_coding,8635.4375,6767,8329,8729.375,5490.4375,6499.5,5252.375,6000.5,8115.203125,5810.703125
ENSG00000255303.1,OR5BA1P,unprocessed_pseudogene,2.75,0,19.875,9,2.75,5,1.375,0,7.90625,2.28125
ENSG00000255306.1,RP5-901A4.1,antisense,5.25,2.125,2.625,2.5,14.125,3.625,12.75,4.125,3.125,8.65625
ENSG00000255310.2,AF131215.2,sense_intronic,22.375,19.5,38.25,46.75,59,32.25,65.125,80.125,31.71875,59.125
ENSG00000255320.1,RP11-755F10.1,antisense,0.25,6.125,18.75,9,17.875,2.5,14.625,5.625,8.53125,10.15625
ENSG00000255322.1,RP11-22P4.1,lincRNA,2.75,0,0,5.625,3.75,2.5,5,2.625,2.09375,3.46875
ENSG00000255326.1,CTD-2530H12.4,antisense,2.75,9.75,11.25,11.25,2.75,10.25,8.5,3.625,8.75,6.28125
ENSG00000255328.1,RP11-326C3.12,lincRNA,14.625,8.75,7.75,9,8.5,15.375,4.125,7.375,10.03125,8.84375
ENSG00000255329.1,H2AFZP4,processed_pseudogene,211.125,153.1875,321,335.4375,247.75,334.875,222.375,246.125,255.1875,262.78125
ENSG00000255337.1,RP11-315O6.1,antisense,7.625,5.25,10.25,13.375,1,2.5,4.125,7.375,9.125,3.75
ENSG00000255342.1,RP11-762B21.5,processed_pseudogene,7.625,5.25,5,3.625,0,0,0.375,5,5.375,1.34375
ENSG00000255343.1,RP11-299M14.2,3prime_overlapping_ncrna,0.25,0,3.75,4.625,1.875,1.25,3.25,1.75,2.15625,2.03125
ENSG00000255345.1,CTD-2337I7.1,lincRNA,5.25,13.75,1.25,15.625,3.75,2.5,12.75,0,8.96875,4.75
ENSG00000255346.9,NOX5,protein_coding,3.875,10.25,10.25,17.875,13.125,22.625,18.125,7.375,10.5625,15.3125
ENSG00000255350.1,RP11-37O16.3,processed_pseudogene,6.5,17.875,14.9375,12.375,18.875,11.375,8.5,8.75,12.921875,11.875
ENSG00000255354.1,RP11-148O21.2,antisense,13.375,9.75,3.75,17.875,7.5,3.625,5.625,7.375,11.1875,6.03125
ENSG00000255361.1,RP11-412B14.2,processed_pseudogene,15.75,13.75,11.25,5.625,11.25,7.5,1.375,9.625,11.59375,7.4375
ENSG00000255363.1,RP11-672A2.5,lincRNA,1.625,0,6.5,4.625,12.25,7.5,7.5,5.625,3.1875,8.21875
ENSG00000255370.1,CYCSP25,processed_pseudogene,11.25,16.25,13.75,11.25,7.5,10.25,7.5,9.625,13.125,8.71875
ENSG00000255375.1,RP1-65P5.5,lincRNA,0.25,0,0,0,8.5,7.5,5,10.25,0.0625,7.8125
ENSG00000255382.1,RP11-718B12.2,lincRNA,6.5,8.75,6.5,2.5,5.625,11.375,0,0,6.0625,4.25
ENSG00000255387.1,RP11-23F23.3,processed_pseudogene,46.75,67.625,57,66.625,51,43.75,36.125,42.75,59.5,43.40625
ENSG00000255389.1,C6orf3,antisense,45.75,22,45.875,27.875,62.375,23.625,48.375,63,35.375,49.34375
ENSG00000255397.1,AC022182.2,processed_pseudogene,897.375,587.375,762.5,708.25,323.25,435.5625,409.9375,381.25,738.875,387.5
ENSG00000255399.3,TBX5-AS1,antisense,7.625,5.25,3.75,2.5,1,1.25,0,1.25,4.78125,0.875
ENSG00000255408.3,PCDHA3,protein_coding,6.5,4.5,2.625,0,0,7.5,3.25,4.125,3.40625,3.71875
ENSG00000255416.1,OR10AF1P,unprocessed_pseudogene,11.25,2.125,2.625,6.75,4.875,5,1.375,3.625,5.6875,3.71875
ENSG00000255423.1,EBLN2,protein_coding,22.375,27.625,22.25,30.125,68.625,38.25,23.625,35.125,25.59375,41.40625
ENSG00000255434.1,CTD-2530H12.8,sense_intronic,10,0,3.75,5.625,5.625,3.625,1.375,11.25,4.84375,5.46875
ENSG00000255435.6,RP11-770J1.3,antisense,0.25,0,3.75,0,1.875,1.25,0.375,0.25,1,0.9375
ENSG00000255437.1,RP11-510I21.1,processed_pseudogene,39.25,53.75,33.75,54.625,18.875,66.5,19,11.25,45.34375,28.90625
ENSG00000255438.2,CTD-2653D5.1,antisense,5.25,17.875,1.25,4.625,6.5,6.125,8.5,5.625,7.25,6.6875
ENSG00000255443.1,RP1-68D18.4,antisense,0.25,5.25,3.75,7.75,1.875,1.25,3.25,1.25,4.25,1.90625
ENSG00000255444.1,CYCSP27,processed_pseudogene,24.625,30.75,17.5,19.875,11.25,8.75,7.5,5,23.1875,8.125
ENSG00000255449.1,RP11-91P24.6,antisense,0.25,0,7.75,3.625,2.75,1.25,5.625,3.625,2.90625,3.3125
ENSG00000255450.1,CTD-2063L20.1,processed_pseudogene,6.5,12.375,11.25,4.625,2.75,3.625,2.25,12.625,8.6875,5.3125
ENSG00000255451.1,RP11-58K22.1,lincRNA,8.75,6.125,16.25,5.625,15,6.125,6.625,5,9.1875,8.1875
ENSG00000255452.1,RP11-107P7.1,processed_pseudogene,3.875,2.75,1.25,3.625,1,0,2.25,4.125,2.875,1.84375
ENSG00000255455.2,RP11-890B15.3,lincRNA,123.25,173.875,93.875,102.625,99.5,109.25,102.625,92.8125,123.40625,101.046875
ENSG00000255458.5,RP11-539G18.3,lincRNA,17.875,7.125,9,9,10.25,12.75,19,8,10.75,12.5
ENSG00000255462.1,RP11-483L5.1,antisense,1.625,3.625,9,6.75,0,10.25,0.375,6.5,5.25,4.28125
ENSG00000255465.3,RP11-264E20.1,lincRNA,5.25,0,0,6.75,5.625,2.5,1.375,3.625,3,3.28125
ENSG00000255468.6,RP11-867G23.8,antisense,7.625,13.75,0,9,0,5,0,0.25,7.59375,1.3125
ENSG00000255469.1,BOLA3P1,processed_pseudogene,28.875,26.75,31.25,41.375,11.25,15.375,23.625,17.75,32.0625,17
ENSG00000255471.1,RP11-736K20.5,antisense,139.875,169.625,173.625,212.625,413.25,368.875,276.3125,335.125,173.9375,348.390625
ENSG00000255474.1,RP11-234B24.2,lincRNA,0.25,3.625,3.75,0,2.75,1.25,13.75,8.75,1.90625,6.625
ENSG00000255479.1,RP11-672A2.6,lincRNA,3.875,8.75,16.25,7.75,15,3.625,4.125,9.625,9.15625,8.09375
ENSG00000255483.1,AP000889.2,processed_pseudogene,13.375,7.125,13.75,6.75,3.75,8.75,4.125,8,10.25,6.15625
ENSG00000255484.2,RP11-65M17.1,lincRNA,0.25,2.125,0,4.625,9.25,0,0,0,1.75,2.3125
ENSG00000255487.1,RP11-513D5.5,antisense,0.25,11.25,2.625,1.25,7.5,0,0,4.125,3.84375,2.90625
ENSG00000255495.1,AC145124.2,antisense,0.25,3.625,10.25,10.125,1,2.5,0.375,0,6.0625,0.96875
ENSG00000255500.2,RP11-347H15.2,processed_pseudogene,183.25,133.5,143.125,105.875,299.625,165.875,180.625,186,141.4375,208.03125
ENSG00000255503.1,RP11-113K21.4,lincRNA,0.25,0,5,0,3.75,1.25,0,7.375,1.3125,3.09375
ENSG00000255507.5,RP11-535A19.2,antisense,40.125,30.75,52.625,32.125,100.75,59.25,77.125,75.3125,38.90625,78.109375
ENSG00000255508.7,RP11-864I4.1,protein_coding,85.625,121.875,123.75,98.75,167.75,59.25,78.25,139.875,107.5,111.28125
ENSG00000255511.1,RP11-1081L13.3,processed_pseudogene,46.75,21,19.875,23.875,1.875,3.625,9.25,5.625,27.875,5.09375
ENSG00000255515.1,RP11-178H8.3,processed_pseudogene,11.25,5.25,1.25,1.25,10.25,8.75,9.25,8.75,4.75,9.25
ENSG00000255517.6,CTD-3074O7.5,antisense,38.25,40.75,38.25,26.75,27.75,16.875,34.125,40.125,36,29.71875
ENSG00000255521.1,RP4-607I7.1,antisense,0.25,2.125,3.75,5.625,0,2.5,4.125,1.25,2.9375,1.96875
ENSG00000255524.7,NPIPB8,protein_coding,5.25,13.125,16.25,10.125,35.125,30.75,52.125,58.125,11.1875,44.03125
ENSG00000255529.7,POLR2M,protein_coding,434.6875,563.375,521.8125,589.875,532.5625,505,576.9375,638,527.4375,563.125
ENSG00000255532.1,CTD-2026G22.1,transcribed_unprocessed_pseudogene,175.9375,188.1875,260.25,238.0625,89.5,75.375,114.875,75.3125,215.609375,88.765625
ENSG00000255537.1,AP000708.1,antisense,0.25,2.125,3.75,12.375,2.75,2.5,0,6.5,4.625,2.9375
ENSG00000255545.7,RP11-627G23.1,processed_transcript,1.625,11.25,13.75,1.25,17.875,1.25,3.25,4.125,6.96875,6.625
ENSG00000255547.1,RPA2P3,processed_pseudogene,67.75,73.5625,62.125,62.875,15,11.375,30.375,21.5,66.578125,19.5625
ENSG00000255559.1,ZNF252P-AS1,antisense,8.75,5.25,12.625,5.625,10.25,8.75,5.625,7.375,8.0625,8
ENSG00000255561.6,FDXACB1,protein_coding,37,69.375,93.875,82.8125,48.9375,63.375,42.75,18.5,70.765625,43.390625
ENSG00000255562.2,UNC93B6,transcribed_processed_pseudogene,15.75,22.625,10.25,19.875,1.875,5,8.5,10.25,17.125,6.40625
ENSG00000255566.1,RP11-114F3.5,processed_pseudogene,2.75,5.25,0,0,4.875,10.25,0.375,14.375,2,7.46875
ENSG00000255568.3,BRWD1-AS2,antisense,2.75,7.75,1.25,5.625,7.5,2.5,1.375,0,4.34375,2.84375
ENSG00000255571.6,LINC00925,lincRNA,3.875,5.25,5,3.625,5.625,19.75,0.375,8,4.4375,8.4375
ENSG00000255575.1,RP1-267D11.1,processed_pseudogene,3.875,4.5,3.75,1.25,1,5,3.25,0.25,3.34375,2.375
ENSG00000255585.3,RP11-188C12.2,transcribed_processed_pseudogene,14.625,14.625,29.125,19.875,14.125,18.25,41.9375,25.25,19.5625,24.890625
ENSG00000255587.7,RAB44,protein_coding,32,1.125,3.75,5.625,11.25,12.75,21,24.25,10.625,17.3125
ENSG00000255621.1,RP11-377D9.3,lincRNA,7.625,3.625,0,6.75,4.875,2.5,5.625,6.5,4.5,4.875
ENSG00000255624.2,RP11-564D11.3,transcribed_processed_pseudogene,12.375,11.25,19.875,5.625,32,7.5,12,20,12.28125,17.875
ENSG00000255627.1,RP11-547L9.1,processed_pseudogene,78.5625,79.75,65.375,80.125,15.875,42.5,45,44.75,75.953125,37.03125
ENSG00000255642.1,PABPC1P4,processed_pseudogene,5000.75,4968.375,5048,4951.5,3303.5,3247.875,3228.125,3105.3125,4992.15625,3221.203125
ENSG00000255664.1,ARL6IP1P1,processed_pseudogene,1.625,0,0,6.75,5.625,1.25,0,0,2.09375,1.71875
ENSG00000255669.1,RP11-885B4.2,lincRNA,0.25,7.75,5,0,1,2.5,0,5,3.25,2.125
ENSG00000255670.1,RP11-253I19.3,lincRNA,0.25,14.625,1.25,2.5,7.5,1.25,9.25,4.125,4.65625,5.53125
ENSG00000255680.1,RP11-732A19.9,antisense,0.25,0,0,4.625,0,1.25,3.25,1.75,1.21875,1.5625
ENSG00000255690.2,TRIL,protein_coding,5.25,14.625,7.75,7.75,8.5,1.25,0.375,0.25,8.84375,2.59375
ENSG00000255703.1,RP11-46H11.2,processed_pseudogene,30.875,28.125,41.25,31.125,21.875,36.875,17,22.625,32.84375,24.59375
ENSG00000255710.2,RP11-667M19.9,processed_pseudogene,5.25,26.75,6.5,10.125,0,2.5,10.25,0.25,12.15625,3.25
ENSG00000255717.6,SNHG1,processed_transcript,1853.5,1824.875,1994.625,2035.5,1246.0625,1318.4375,1988.25,1671,1927.125,1555.9375
ENSG00000255725.2,TDGP1,processed_pseudogene,167.75,224.625,244.75,248.6875,201,241.5,249.5,204.25,221.453125,224.0625
ENSG00000255730.4,CTC-435M10.3,protein_coding,29.875,6.125,11.25,5.625,5.625,10.25,22.625,5.625,13.21875,11.03125
ENSG00000255734.1,HNRNPABP1,processed_pseudogene,67.75,62.625,91.5,49.875,97,55.125,65.125,75.3125,67.9375,73.140625
ENSG00000255737.2,AGAP2-AS1,antisense,94.875,127,86.125,113.625,38.25,66.5,48.375,56.375,105.40625,52.375
ENSG00000255741.1,RP11-757G1.5,antisense,1.625,6.125,7.75,3.625,0,2.5,2.25,0.25,4.78125,1.25
ENSG00000255749.1,GNAI2P1,processed_pseudogene,30.875,63.375,37,41.375,37.125,58,57,35.125,43.15625,46.8125
ENSG00000255753.1,RP11-22B23.2,processed_pseudogene,8.75,2.75,2.625,2.5,0,2.5,0,4.125,4.15625,1.65625
ENSG00000255763.1,MRPS18CP4,processed_pseudogene,5.25,0,3.75,3.625,1.875,3.625,1.375,1.75,3.15625,2.15625
ENSG00000255769.7,GOLGA2P10,transcribed_unprocessed_pseudogene,41.25,21,23.375,19.875,32.75,23.625,29.5,21,26.375,26.71875
ENSG00000255775.1,RP3-454B23.1,lincRNA,6.5,8.75,3.75,6.75,8.5,2.5,6.625,1.25,6.4375,4.71875
ENSG00000255807.1,PTP4A1P2,processed_pseudogene,25.75,51.375,64.375,43.875,58,112.375,51.25,68,46.34375,72.40625
ENSG00000255815.3,KRT8P11,processed_pseudogene,28.875,26.75,29.125,33.125,15,22.625,12.75,24.25,29.46875,18.65625
ENSG00000255823.2,MTRNR2L8,protein_coding,8169.375,7855,8504.625,7635.75,4788.75,8955.5,9123.75,7577.625,8041.1875,7611.40625
ENSG00000255836.1,RP11-157G21.2,processed_pseudogene,83.625,113.875,101.5,93.875,118.375,161,117.375,118.625,98.21875,128.84375
ENSG00000255837.1,TAS2R20,protein_coding,10,15.375,2.625,2.5,6.5,7.5,21.75,9.625,7.625,11.34375
ENSG00000255850.1,TMEM5-AS1,antisense,12.375,11.25,1.25,11.25,1,2.5,4.125,0.25,9.03125,1.96875
ENSG00000255857.5,PXN-AS1,antisense,24.625,28.125,25.75,15.625,39.3125,21,40.875,25.25,23.53125,31.609375
ENSG00000255867.1,DENND5B-AS1,antisense,10,2.75,2.625,2.5,1,3.625,1.375,5.625,4.46875,2.90625
ENSG00000255871.2,RP11-69C13.1,lincRNA,5.25,5.25,9,4.625,5.625,6.125,4.125,5.625,6.03125,5.375
ENSG00000255874.2,LINC00346,lincRNA,55.125,24.25,26.75,41.375,33.875,71.375,29.5,47.5,36.875,45.5625
ENSG00000255875.2,CTD-2102P23.1,processed_pseudogene,113.125,75.5,99.25,115.25,123.3125,127.75,113.5,112.3125,100.78125,119.21875
ENSG00000255882.1,RP11-290C10.1,antisense,12.375,4.5,0,4.625,0,0,0,4.125,5.375,1.03125
ENSG00000255883.1,RP11-79P5.10,processed_pseudogene,102.625,82.125,101.5,117.375,84.25,102.0625,70.625,63,100.90625,79.984375
ENSG00000255892.1,NDFIP1P1,processed_pseudogene,15.75,9.75,18.75,3.625,11.25,12.75,1.375,11.25,11.96875,9.15625
ENSG00000255893.1,RP11-685N10.1,antisense,8.75,20.125,14.9375,26.75,15,5,1.375,8,17.640625,7.34375
ENSG00000255909.1,PDCD5P1,processed_pseudogene,646.125,571.3125,752.4375,737.125,507.375,663.5,539.75,521.625,676.75,558.0625
ENSG00000255928.1,RP11-456I15.2,antisense,11.25,8.75,1.25,7.75,1.875,18.25,11.25,16.75,7.25,12.03125
ENSG00000255933.1,RP11-495K9.5,lincRNA,1.625,9.75,1.25,3.625,6.5,1.25,3.25,8,4.0625,4.75
ENSG00000255951.1,RP11-967K21.2,processed_pseudogene,1.625,6.125,1.25,1.25,0,3.625,0.375,2.625,2.5625,1.65625
ENSG00000255959.1,RP11-804A23.2,antisense,3.875,0,1.25,2.5,9.25,1.25,0,2.625,1.90625,3.28125
ENSG00000255960.1,RP11-459D22.1,processed_pseudogene,21.125,3.625,9,6.75,2.75,5,2.25,6.5,10.125,4.125
ENSG00000255964.1,RP11-69M1.3,processed_pseudogene,22.375,17,19.875,32.125,52.125,30.75,29.5,29.25,22.84375,35.40625
ENSG00000255966.1,RP5-940J5.3,antisense,2.75,3.625,2.625,2.5,5.625,0,0.375,5.625,2.875,2.90625
ENSG00000255967.1,RP11-438L7.3,processed_pseudogene,700.25,887.5,770.75,789.6875,573.625,573.9375,496.125,555.25,787.046875,549.734375
ENSG00000255973.1,RP11-592H6.3,processed_pseudogene,19.125,22,40.125,43.25,23.875,29.125,26.75,33.5,31.125,28.3125
ENSG00000255974.6,CYP2A6,protein_coding,0.25,10.25,2.625,0,3.75,3.625,3.25,9.625,3.28125,5.0625
ENSG00000255977.1,RP11-444J21.2,processed_pseudogene,233.25,197,227.375,217,189.375,184.375,196.25,255.5,218.65625,206.375
ENSG00000255980.1,AP000439.1,lincRNA,7.625,18.75,1.25,0,0,5,0,0,6.90625,1.25
ENSG00000255986.6,MT1JP,transcribed_unprocessed_pseudogene,37,25.75,55.875,45.75,6.5,58,9.25,29.25,41.09375,25.75
ENSG00000255993.1,PSMC1P9,processed_pseudogene,139.875,115.75,170.625,138.625,139.75,77,112.375,77.25,141.21875,101.59375
ENSG00000255996.1,RP11-429A20.2,processed_pseudogene,41.25,37.875,34.9375,43.25,11.25,18.25,40,8,39.328125,19.375
ENSG00000256028.2,RP11-197N18.2,processed_transcript,0.25,0,1.25,6.75,7.5,3.625,4.125,4.125,2.0625,4.84375
ENSG00000256030.1,CBX3P4,transcribed_processed_pseudogene,12.375,22,21,17.875,12.25,8.75,7.5,22.625,18.3125,12.78125
ENSG00000256035.1,AP000619.6,processed_pseudogene,24.625,21,18.75,15.625,23,21,16.5,10.25,20,17.6875
ENSG00000256041.1,RP11-959F10.4,processed_pseudogene,2.75,0,12.625,3.625,0,6.125,2.25,1.75,4.75,2.53125
ENSG00000256043.2,CTSO,protein_coding,323.25,326.625,311.625,327.25,52.125,130.75,87.875,88.75,322.1875,89.875
ENSG00000256045.2,MTRNR2L10,protein_coding,63.375,57.25,66.5,81.125,55.125,106.625,80.375,127.625,67.0625,92.4375
ENSG00000256050.2,RP11-982M15.6,lincRNA,2.75,1.125,14.9375,1.25,23,22.625,8.5,28.625,5.015625,20.6875
ENSG00000256053.7,APOPT1,protein_coding,679.0625,633.625,776.3125,666.3125,702.875,738.875,700.375,633,688.828125,693.78125
ENSG00000256056.1,RP11-709A23.2,unprocessed_pseudogene,5.25,39.875,17.5,23.875,32.75,33.75,102.625,57.25,21.625,56.59375
ENSG00000256060.2,TRAPPC2B,protein_coding,203.625,177,221.875,200.625,156.5,222.875,124.5,135,200.78125,159.71875
ENSG00000256061.7,DYX1C1,protein_coding,15.75,11.25,27.875,43.875,5.625,35.125,9.25,15.875,24.6875,16.46875
ENSG00000256073.3,URB1-AS1,lincRNA,52.875,61.875,88.375,82.8125,82.125,58,83.4375,68.625,71.484375,73.046875
ENSG00000256075.1,RP11-81H14.3,processed_pseudogene,40.125,17.875,19.875,36.125,17.875,23.625,15.5,18.5,28.5,18.875
ENSG00000256081.2,AE000658.25,processed_pseudogene,49.5625,38.25,42.375,53.75,69.75,55.125,40.875,51.375,45.984375,54.28125
ENSG00000256083.1,RP11-366L20.3,antisense,13.375,7.125,7.75,1.25,9.25,0,5.625,2.625,7.375,4.375
ENSG00000256087.6,ZNF432,protein_coding,235.125,287.375,286.3125,321.6875,557.125,457.5,482.375,597.125,282.625,523.53125
ENSG00000256091.1,MTRF1LP1,processed_pseudogene,7.625,4.5,16.25,10.125,32,12.75,29.5,9.625,9.625,20.96875
ENSG00000256092.2,RP13-942N8.1,lincRNA,49.5625,39.875,43.75,25.875,21,19.75,22.625,32.375,39.765625,23.9375
ENSG00000256093.1,RP11-158L12.2,processed_pseudogene,196.75,183.5625,208.25,179.5,154.875,182.5625,188.4375,148.5,192.015625,168.59375
ENSG00000256103.2,RP1-96H9.5,processed_pseudogene,77.75,61.875,57,77.25,40.5,77,58,38.25,68.46875,53.4375
ENSG00000256128.5,LINC00944,lincRNA,0.25,0,0,11.25,2.75,1.25,0,2.625,2.875,1.65625
ENSG00000256139.2,RP11-968O1.5,sense_overlapping,0.25,5.25,1.25,4.625,0,3.625,0,2.625,2.84375,1.5625
ENSG00000256148.1,RP11-809N8.5,processed_pseudogene,7.625,7.125,11.25,13.375,6.5,14.125,15.5,16.75,9.84375,13.21875
ENSG00000256162.2,SMLR1,protein_coding,1.625,0,2.625,11.25,4.875,1.25,1.375,2.625,3.875,2.53125
ENSG00000256164.1,CCND2-AS1,antisense,5.25,9.75,3.75,11.25,5.625,3.625,0,0.25,7.5,2.375
ENSG00000256167.1,ATF4P4,transcribed_processed_pseudogene,667,616.75,669.875,768.1875,597.0625,603.25,563.25,576.625,680.453125,585.046875
ENSG00000256176.1,RP11-627K11.3,processed_pseudogene,8.75,12.375,10.25,2.5,15.875,6.125,17,15.875,8.46875,13.71875
ENSG00000256185.1,RP11-612B6.2,3prime_overlapping_ncrna,6.5,7.125,0,7.75,2.75,0,6.625,5.625,5.34375,3.75
ENSG00000256188.2,TAS2R30,protein_coding,3.875,5.25,7.75,11.25,9.25,6.125,19,10.25,7.03125,11.15625
ENSG00000256196.1,RP11-881M11.4,antisense,0.25,13.75,2.625,2.5,9.25,5,2.25,3.625,4.78125,5.03125
